,ROI,Original,Hausdorff_ROI,Hausdorff_Original
Case-0316,0.7733272786320655,0.7590060788228169,11534.087090012805,15220.973819043247
Case-0317,0.6734281241847118,0.6570261425501704,7830.109258496971,10998.389700315225
Case-0318,0.7585824782082676,0.7730104689372912,11230.656792903967,17627.165569086825
Case-0319,0.7975308177225237,0.7911942262296351,7509.189503534985,9839.206675337196
Case-0320,0.8165305569112304,0.8149058364326924,6465.946257122773,11127.879941839776
Case-0321,0.9039537107217342,0.9012730213911804,6705.187693122392,7256.993247895441
Case-0322,0.8521388619510809,0.8388874715964711,10271.323867934454,12536.151004195824
Case-0323,0.8485029846084589,0.8486347887816403,6857.307197435448,10247.199617456468
Case-0324,0.8313219595788167,0.8363992093267175,4296.742487047601,8040.983646296018
Case-0325,0.5024312302855206,0.4113005620388485,16305.399075152993,19760.379576313808
Case-0326,0.8334575050990256,0.8313646541966364,11387.889137149165,32762.38886284088
Case-0327,0.8442630714079378,0.8562447190914689,5357.044427667182,9188.835073065573
Case-0328,0.9138743530542894,0.908854039514042,10442.703241977146,6917.900114919266
Case-0329,0.6936531791069356,0.6677342436504741,9694.735066003608,6029.902486773729
Case-0330,0.8099190400835382,0.8083022069651548,12192.819280215714,13956.373024536138
Case-0331,0.8303572263196762,0.8233240569611738,9624.400656664291,13584.994810451712
Case-0333,0.8029911794489683,0.7951196114874992,6572.261635084227,11795.514401669814
Case-0334,0.7488409397188085,0.7481995845778309,5892.521277008679,12490.916539629907
Case-0335,0.8075152189072542,0.8088747892650476,9193.809928424667,11141.003096669529
Case-0336,0.8597866072349097,0.8635490538825047,9199.378022453477,14192.945606885132
Case-0337,0.8612318369087776,0.8584683048565039,12029.424231060431,10812.898871255573
Case-0338,0.9009456044686792,0.8962294372987778,7454.738023565952,8852.881395342423
Case-0339,0.8056214119650659,0.8028947941193929,7020.97835062892,11744.820773430305
Case-0340,0.8703334494393121,0.8660980073360195,8199.193557905557,10598.351381229064
Case-0341,0.9019900169217984,0.8976172923838573,8114.803078325438,9754.280086198058
Case-0342,0.8301494731817846,0.8286385366177544,7546.326722319939,8871.711503424804
Case-0343,0.8947678799593749,0.8879033904615495,9091.663379162252,10691.334809087215
Case-0344,0.8510362363671501,0.8464068361511412,8072.203726368655,11418.046111309937
Case-0345,0.8192838730549671,0.827463190802743,5986.8534306428455,9420.552743868058
AVG,0.8042571411186976,0.7986043339131608,8445.003832605074,10341.682017894336
