,ROI,Original,Hausdorff_ROI,Hausdorff_Original
Case-0112,0.9364372454345812,0.9286607902839744,-1.0,-1.0
Case-0113,0.9239831570886352,0.9204444599741429,-1.0,-1.0
Case-0114,0.8126800231632937,0.8118792732733416,-1.0,-1.0
Case-0115,0.8695658288517361,0.8573335586346739,-1.0,-1.0
Case-0116,0.839172074065739,0.8324122863385169,-1.0,-1.0
Case-0117,0.8771297471329197,0.8734787153005368,-1.0,-1.0
Case-0118,0.8658651813184409,0.8671542973552036,-1.0,-1.0
Case-0119,0.8883047469102543,0.8890220866027317,-1.0,-1.0
Case-0120,0.9274749731971744,0.9219590151086638,-1.0,-1.0
Case-0121,0.9264435167918428,0.9199556805061536,-1.0,-1.0
Case-0122,0.9235783890978932,0.9253777289147164,-1.0,-1.0
Case-0123,0.8995207883271407,0.8976822617050614,-1.0,-1.0
Case-0124,0.9483427555639682,0.9429563169231246,-1.0,-1.0
Case-0125,0.9082357652067669,0.8952293121671191,-1.0,-1.0
Case-0126,0.9203146235191872,0.9187261520399178,-1.0,-1.0
Case-0127,0.9103245323848372,0.9042584049929354,-1.0,-1.0
Case-0128,0.7749930713303305,0.7714258400650065,-1.0,-1.0
Case-0129,0.9162291486675084,0.9096289092612578,-1.0,-1.0
Case-0130,0.9421125148581032,0.9313740382643568,-1.0,-1.0
Case-0131,0.9202794405985504,0.908925569460966,-1.0,-1.0
Case-0132,0.8936908074225188,0.8927963388157379,-1.0,-1.0
Case-0133,0.918658556295842,0.9264926071495414,-1.0,-1.0
Case-0134,0.8417460362898773,0.8458648172210314,-1.0,-1.0
Case-0135,0.927451685811026,0.925419029352902,-1.0,-1.0
Case-0136,0.8971640063511221,0.9000812771700631,-1.0,-1.0
Case-0137,0.935837646599464,0.9290780141843972,-1.0,-1.0
Case-0138,0.9140610380182604,0.9037463594521544,-1.0,-1.0
Case-0139,0.9332824016917454,0.9321433179921718,-1.0,-1.0
Case-0140,0.91260408439788,0.9065050581324332,-1.0,-1.0
Case-0141,0.9130894972735092,0.9050397535652546,-1.0,-1.0
